Mass DM,SSHH,omega,SI 1,SI 2
4944.0,0.73,0.129,1.326e-09,7.685e-10
4946.0,0.73,0.129,1.326e-09,7.678e-10
4948.0,0.73,0.129,1.325e-09,7.672e-10
4950.0,0.73,0.129,1.325e-09,7.666e-10
4952.0,0.73,0.13,1.324e-09,7.660e-10
4954.0,0.73,0.13,1.323e-09,7.654e-10
4956.0,0.73,0.13,1.323e-09,7.647e-10
4958.0,0.73,0.13,1.322e-09,7.641e-10
4960.0,0.73,0.13,1.322e-09,7.635e-10
4962.0,0.73,0.13,1.321e-09,7.629e-10
4964.0,0.73,0.13,1.321e-09,7.623e-10
4966.0,0.73,0.13,1.320e-09,7.617e-10
4968.0,0.73,0.13,1.320e-09,7.610e-10
4970.0,0.73,0.13,1.319e-09,7.604e-10
4972.0,0.73,0.131,1.319e-09,7.598e-10
4974.0,0.73,0.131,1.318e-09,7.592e-10
4976.0,0.73,0.131,1.318e-09,7.586e-10
4978.0,0.73,0.131,1.317e-09,7.580e-10
4980.0,0.73,0.131,1.317e-09,7.574e-10
4982.0,0.73,0.131,1.316e-09,7.568e-10
4984.0,0.73,0.131,1.315e-09,7.562e-10
4986.0,0.73,0.131,1.315e-09,7.556e-10
4988.0,0.73,0.131,1.314e-09,7.550e-10
4990.0,0.73,0.131,1.314e-09,7.544e-10
4992.0,0.73,0.132,1.313e-09,7.537e-10
4994.0,0.73,0.132,1.313e-09,7.531e-10
4996.0,0.73,0.132,1.312e-09,7.525e-10
4998.0,0.73,0.132,1.312e-09,7.519e-10
5000.0,0.73,0.132,1.311e-09,7.513e-10
5002.0,0.73,0.132,1.311e-09,7.507e-10
5004.0,0.73,0.132,1.310e-09,7.501e-10
5006.0,0.73,0.132,1.310e-09,7.495e-10
5008.0,0.73,0.132,1.309e-09,7.489e-10
5010.0,0.73,0.132,1.309e-09,7.483e-10
5012.0,0.74,0.129,1.326e-09,7.684e-10
5014.0,0.74,0.129,1.326e-09,7.678e-10
5016.0,0.74,0.129,1.325e-09,7.671e-10
5018.0,0.74,0.129,1.324e-09,7.665e-10
5020.0,0.74,0.13,1.324e-09,7.659e-10
5022.0,0.74,0.13,1.323e-09,7.653e-10
5024.0,0.74,0.13,1.323e-09,7.647e-10
5026.0,0.74,0.13,1.322e-09,7.641e-10
5028.0,0.74,0.13,1.322e-09,7.635e-10
5030.0,0.74,0.13,1.321e-09,7.629e-10
5032.0,0.74,0.13,1.321e-09,7.623e-10
5034.0,0.74,0.13,1.320e-09,7.617e-10
5036.0,0.74,0.13,1.320e-09,7.611e-10
5038.0,0.74,0.13,1.319e-09,7.605e-10
5040.0,0.74,0.131,1.319e-09,7.599e-10
5042.0,0.74,0.131,1.318e-09,7.593e-10
5044.0,0.74,0.131,1.318e-09,7.587e-10
5046.0,0.74,0.131,1.317e-09,7.581e-10
5048.0,0.74,0.131,1.317e-09,7.575e-10
5050.0,0.74,0.131,1.316e-09,7.569e-10
5052.0,0.74,0.131,1.316e-09,7.563e-10
5054.0,0.74,0.131,1.315e-09,7.557e-10
5056.0,0.74,0.131,1.315e-09,7.551e-10
5058.0,0.74,0.131,1.314e-09,7.545e-10
5060.0,0.74,0.132,1.313e-09,7.539e-10
5062.0,0.74,0.132,1.313e-09,7.533e-10
5064.0,0.74,0.132,1.312e-09,7.527e-10
5066.0,0.74,0.132,1.312e-09,7.521e-10
5068.0,0.74,0.132,1.311e-09,7.515e-10
5070.0,0.74,0.132,1.311e-09,7.509e-10
5072.0,0.74,0.132,1.310e-09,7.503e-10
5074.0,0.74,0.132,1.310e-09,7.497e-10
5076.0,0.74,0.132,1.309e-09,7.491e-10
5078.0,0.74,0.132,1.309e-09,7.485e-10
5080.0,0.75,0.129,1.326e-09,7.683e-10
5082.0,0.75,0.129,1.325e-09,7.677e-10
5084.0,0.75,0.129,1.325e-09,7.671e-10
5086.0,0.75,0.13,1.324e-09,7.665e-10
5088.0,0.75,0.13,1.324e-09,7.659e-10
5090.0,0.75,0.13,1.323e-09,7.653e-10
5092.0,0.75,0.13,1.323e-09,7.647e-10
5094.0,0.75,0.13,1.322e-09,7.641e-10
5096.0,0.75,0.13,1.322e-09,7.635e-10
5098.0,0.75,0.13,1.321e-09,7.629e-10
5100.0,0.75,0.13,1.321e-09,7.623e-10
5102.0,0.75,0.13,1.320e-09,7.617e-10
5104.0,0.75,0.13,1.320e-09,7.611e-10
5106.0,0.75,0.13,1.319e-09,7.605e-10
5108.0,0.75,0.131,1.319e-09,7.599e-10
5110.0,0.75,0.131,1.318e-09,7.593e-10
5112.0,0.75,0.131,1.318e-09,7.587e-10
5114.0,0.75,0.131,1.317e-09,7.581e-10
5116.0,0.75,0.131,1.317e-09,7.575e-10
5118.0,0.75,0.131,1.316e-09,7.569e-10
5120.0,0.75,0.131,1.316e-09,7.563e-10
5122.0,0.75,0.131,1.315e-09,7.557e-10
5124.0,0.75,0.131,1.315e-09,7.552e-10
5126.0,0.75,0.131,1.314e-09,7.546e-10
5128.0,0.75,0.132,1.314e-09,7.540e-10
5130.0,0.75,0.132,1.313e-09,7.534e-10
5132.0,0.75,0.132,1.313e-09,7.528e-10
5134.0,0.75,0.132,1.312e-09,7.522e-10
5136.0,0.75,0.132,1.312e-09,7.516e-10
5138.0,0.75,0.132,1.311e-09,7.510e-10
5140.0,0.75,0.132,1.311e-09,7.505e-10
5142.0,0.75,0.132,1.310e-09,7.499e-10
5144.0,0.75,0.132,1.309e-09,7.493e-10
5146.0,0.75,0.132,1.309e-09,7.487e-10
5148.0,0.76,0.129,1.326e-09,7.682e-10
5150.0,0.76,0.129,1.325e-09,7.676e-10
5152.0,0.76,0.129,1.325e-09,7.670e-10
5154.0,0.76,0.13,1.324e-09,7.664e-10
5156.0,0.76,0.13,1.324e-09,7.658e-10
5158.0,0.76,0.13,1.323e-09,7.652e-10
5160.0,0.76,0.13,1.323e-09,7.646e-10
5162.0,0.76,0.13,1.322e-09,7.641e-10
5164.0,0.76,0.13,1.322e-09,7.635e-10
5166.0,0.76,0.13,1.321e-09,7.629e-10
5168.0,0.76,0.13,1.321e-09,7.623e-10
5170.0,0.76,0.13,1.320e-09,7.617e-10
5172.0,0.76,0.13,1.320e-09,7.611e-10
5174.0,0.76,0.131,1.319e-09,7.605e-10
5176.0,0.76,0.131,1.319e-09,7.599e-10
5178.0,0.76,0.131,1.318e-09,7.593e-10
5180.0,0.76,0.131,1.318e-09,7.588e-10
5182.0,0.76,0.131,1.317e-09,7.582e-10
5184.0,0.76,0.131,1.317e-09,7.576e-10
5186.0,0.76,0.131,1.316e-09,7.570e-10
5188.0,0.76,0.131,1.316e-09,7.564e-10
5190.0,0.76,0.131,1.315e-09,7.558e-10
5192.0,0.76,0.131,1.315e-09,7.553e-10
5194.0,0.76,0.132,1.314e-09,7.547e-10
5196.0,0.76,0.132,1.314e-09,7.541e-10
5198.0,0.76,0.132,1.313e-09,7.535e-10
5200.0,0.76,0.132,1.313e-09,7.529e-10
5202.0,0.76,0.132,1.312e-09,7.524e-10
5204.0,0.76,0.132,1.312e-09,7.518e-10
5206.0,0.76,0.132,1.311e-09,7.512e-10
5208.0,0.76,0.132,1.311e-09,7.506e-10
5210.0,0.76,0.132,1.310e-09,7.500e-10
5212.0,0.76,0.132,1.310e-09,7.495e-10
5214.0,0.77,0.129,1.326e-09,7.687e-10
5216.0,0.77,0.129,1.326e-09,7.681e-10
5218.0,0.77,0.129,1.325e-09,7.676e-10
5220.0,0.77,0.13,1.325e-09,7.670e-10
5222.0,0.77,0.13,1.324e-09,7.664e-10
5224.0,0.77,0.13,1.324e-09,7.658e-10
5226.0,0.77,0.13,1.323e-09,7.652e-10
5228.0,0.77,0.13,1.323e-09,7.646e-10
5230.0,0.77,0.13,1.322e-09,7.640e-10
5232.0,0.77,0.13,1.322e-09,7.635e-10
5234.0,0.77,0.13,1.321e-09,7.629e-10
5236.0,0.77,0.13,1.321e-09,7.623e-10
5238.0,0.77,0.13,1.320e-09,7.617e-10
5240.0,0.77,0.13,1.320e-09,7.611e-10
5242.0,0.77,0.131,1.319e-09,7.605e-10
5244.0,0.77,0.131,1.319e-09,7.600e-10
5246.0,0.77,0.131,1.318e-09,7.594e-10
5248.0,0.77,0.131,1.318e-09,7.588e-10
5250.0,0.77,0.131,1.317e-09,7.582e-10
5252.0,0.77,0.131,1.317e-09,7.577e-10
5254.0,0.77,0.131,1.316e-09,7.571e-10
5256.0,0.77,0.131,1.316e-09,7.565e-10
5258.0,0.77,0.131,1.315e-09,7.559e-10
5260.0,0.77,0.131,1.315e-09,7.553e-10
5262.0,0.77,0.132,1.314e-09,7.548e-10
5264.0,0.77,0.132,1.314e-09,7.542e-10
5266.0,0.77,0.132,1.313e-09,7.536e-10
5268.0,0.77,0.132,1.313e-09,7.531e-10
5270.0,0.77,0.132,1.312e-09,7.525e-10
5272.0,0.77,0.132,1.312e-09,7.519e-10
5274.0,0.77,0.132,1.311e-09,7.513e-10
5276.0,0.77,0.132,1.311e-09,7.508e-10
5278.0,0.77,0.132,1.310e-09,7.502e-10
5280.0,0.77,0.132,1.310e-09,7.496e-10
5282.0,0.78,0.129,1.326e-09,7.687e-10
5284.0,0.78,0.129,1.326e-09,7.681e-10
5286.0,0.78,0.129,1.325e-09,7.675e-10
5288.0,0.78,0.13,1.325e-09,7.669e-10
5290.0,0.78,0.13,1.324e-09,7.663e-10
5292.0,0.78,0.13,1.324e-09,7.658e-10
5294.0,0.78,0.13,1.323e-09,7.652e-10
5296.0,0.78,0.13,1.323e-09,7.646e-10
5298.0,0.78,0.13,1.322e-09,7.640e-10
5300.0,0.78,0.13,1.322e-09,7.634e-10
5302.0,0.78,0.13,1.321e-09,7.629e-10
5304.0,0.78,0.13,1.321e-09,7.623e-10
5306.0,0.78,0.13,1.320e-09,7.617e-10
5308.0,0.78,0.131,1.320e-09,7.611e-10
5310.0,0.78,0.131,1.319e-09,7.606e-10
5312.0,0.78,0.131,1.319e-09,7.600e-10
5314.0,0.78,0.131,1.318e-09,7.594e-10
5316.0,0.78,0.131,1.318e-09,7.589e-10
5318.0,0.78,0.131,1.317e-09,7.583e-10
5320.0,0.78,0.131,1.317e-09,7.577e-10
5322.0,0.78,0.131,1.316e-09,7.571e-10
5324.0,0.78,0.131,1.316e-09,7.566e-10
5326.0,0.78,0.131,1.315e-09,7.560e-10
5328.0,0.78,0.131,1.315e-09,7.554e-10
5330.0,0.78,0.132,1.314e-09,7.549e-10
5332.0,0.78,0.132,1.314e-09,7.543e-10
5334.0,0.78,0.132,1.313e-09,7.537e-10
5336.0,0.78,0.132,1.313e-09,7.532e-10
5338.0,0.78,0.132,1.312e-09,7.526e-10
5340.0,0.78,0.132,1.312e-09,7.520e-10
5342.0,0.78,0.132,1.311e-09,7.515e-10
5344.0,0.78,0.132,1.311e-09,7.509e-10
5346.0,0.78,0.132,1.310e-09,7.504e-10
5348.0,0.78,0.132,1.310e-09,7.498e-10
5350.0,0.79,0.129,1.326e-09,7.686e-10
5352.0,0.79,0.129,1.326e-09,7.680e-10
5354.0,0.79,0.13,1.325e-09,7.674e-10
5356.0,0.79,0.13,1.325e-09,7.669e-10
5358.0,0.79,0.13,1.324e-09,7.663e-10
5360.0,0.79,0.13,1.324e-09,7.657e-10
5362.0,0.79,0.13,1.323e-09,7.651e-10
5364.0,0.79,0.13,1.323e-09,7.646e-10
5366.0,0.79,0.13,1.322e-09,7.640e-10
5368.0,0.79,0.13,1.322e-09,7.634e-10
5370.0,0.79,0.13,1.321e-09,7.629e-10
5372.0,0.79,0.13,1.321e-09,7.623e-10
5374.0,0.79,0.13,1.320e-09,7.617e-10
5376.0,0.79,0.131,1.320e-09,7.612e-10
5378.0,0.79,0.131,1.319e-09,7.606e-10
5380.0,0.79,0.131,1.319e-09,7.600e-10
5382.0,0.79,0.131,1.318e-09,7.595e-10
5384.0,0.79,0.131,1.318e-09,7.589e-10
5386.0,0.79,0.131,1.317e-09,7.583e-10
5388.0,0.79,0.131,1.317e-09,7.578e-10
5390.0,0.79,0.131,1.316e-09,7.572e-10
5392.0,0.79,0.131,1.316e-09,7.567e-10
5394.0,0.79,0.131,1.315e-09,7.561e-10
5396.0,0.79,0.131,1.315e-09,7.555e-10
5398.0,0.79,0.132,1.314e-09,7.550e-10
5400.0,0.79,0.132,1.314e-09,7.544e-10
5402.0,0.79,0.132,1.313e-09,7.539e-10
5404.0,0.79,0.132,1.313e-09,7.533e-10
5406.0,0.79,0.132,1.312e-09,7.527e-10
5408.0,0.79,0.132,1.312e-09,7.522e-10
5410.0,0.79,0.132,1.312e-09,7.516e-10
5412.0,0.79,0.132,1.311e-09,7.511e-10
5414.0,0.79,0.132,1.311e-09,7.505e-10
5416.0,0.79,0.132,1.310e-09,7.500e-10
5418.0,0.8,0.129,1.326e-09,7.685e-10
5420.0,0.8,0.129,1.326e-09,7.679e-10
5422.0,0.8,0.13,1.325e-09,7.674e-10
5424.0,0.8,0.13,1.325e-09,7.668e-10
5426.0,0.8,0.13,1.324e-09,7.662e-10
5428.0,0.8,0.13,1.324e-09,7.657e-10
5430.0,0.8,0.13,1.323e-09,7.651e-10
5432.0,0.8,0.13,1.323e-09,7.645e-10
5434.0,0.8,0.13,1.322e-09,7.640e-10
5436.0,0.8,0.13,1.322e-09,7.634e-10
5438.0,0.8,0.13,1.321e-09,7.629e-10
5440.0,0.8,0.13,1.321e-09,7.623e-10
5442.0,0.8,0.13,1.320e-09,7.617e-10
5444.0,0.8,0.131,1.320e-09,7.612e-10
5446.0,0.8,0.131,1.319e-09,7.606e-10
5448.0,0.8,0.131,1.319e-09,7.601e-10
5450.0,0.8,0.131,1.318e-09,7.595e-10
5452.0,0.8,0.131,1.318e-09,7.589e-10
5454.0,0.8,0.131,1.317e-09,7.584e-10
5456.0,0.8,0.131,1.317e-09,7.578e-10
5458.0,0.8,0.131,1.316e-09,7.573e-10
5460.0,0.8,0.131,1.316e-09,7.567e-10
5462.0,0.8,0.131,1.315e-09,7.562e-10
5464.0,0.8,0.132,1.315e-09,7.556e-10
5466.0,0.8,0.132,1.314e-09,7.551e-10
5468.0,0.8,0.132,1.314e-09,7.545e-10
5470.0,0.8,0.132,1.314e-09,7.540e-10
5472.0,0.8,0.132,1.313e-09,7.534e-10
5474.0,0.8,0.132,1.313e-09,7.529e-10
5476.0,0.8,0.132,1.312e-09,7.523e-10
5478.0,0.8,0.132,1.312e-09,7.518e-10
5480.0,0.8,0.132,1.311e-09,7.512e-10
5482.0,0.8,0.132,1.311e-09,7.507e-10
5484.0,0.8,0.132,1.310e-09,7.501e-10
5486.0,0.81,0.129,1.326e-09,7.684e-10
5488.0,0.81,0.13,1.326e-09,7.679e-10
5490.0,0.81,0.13,1.325e-09,7.673e-10
5492.0,0.81,0.13,1.325e-09,7.667e-10
5494.0,0.81,0.13,1.324e-09,7.662e-10
5496.0,0.81,0.13,1.324e-09,7.656e-10
5498.0,0.81,0.13,1.323e-09,7.651e-10
5500.0,0.81,0.13,1.323e-09,7.645e-10
5502.0,0.81,0.13,1.322e-09,7.640e-10
5504.0,0.81,0.13,1.322e-09,7.634e-10
5506.0,0.81,0.13,1.321e-09,7.629e-10
5508.0,0.81,0.13,1.321e-09,7.623e-10
5510.0,0.81,0.131,1.320e-09,7.617e-10
5512.0,0.81,0.131,1.320e-09,7.612e-10
5514.0,0.81,0.131,1.319e-09,7.606e-10
5516.0,0.81,0.131,1.319e-09,7.601e-10
5518.0,0.81,0.131,1.318e-09,7.595e-10
5520.0,0.81,0.131,1.318e-09,7.590e-10
5522.0,0.81,0.131,1.317e-09,7.584e-10
5524.0,0.81,0.131,1.317e-09,7.579e-10
5526.0,0.81,0.131,1.316e-09,7.573e-10
5528.0,0.81,0.131,1.316e-09,7.568e-10
5530.0,0.81,0.131,1.316e-09,7.562e-10
5532.0,0.81,0.132,1.315e-09,7.557e-10
5534.0,0.81,0.132,1.315e-09,7.552e-10
5536.0,0.81,0.132,1.314e-09,7.546e-10
5538.0,0.81,0.132,1.314e-09,7.541e-10
5540.0,0.81,0.132,1.313e-09,7.535e-10
5542.0,0.81,0.132,1.313e-09,7.530e-10
5544.0,0.81,0.132,1.312e-09,7.524e-10
5546.0,0.81,0.132,1.312e-09,7.519e-10
5548.0,0.81,0.132,1.311e-09,7.514e-10
5550.0,0.81,0.132,1.311e-09,7.508e-10
5552.0,0.81,0.132,1.310e-09,7.503e-10
5554.0,0.8200000000000001,0.129,1.326e-09,7.684e-10
5556.0,0.8200000000000001,0.13,1.326e-09,7.678e-10
5558.0,0.8200000000000001,0.13,1.325e-09,7.672e-10
5560.0,0.8200000000000001,0.13,1.325e-09,7.667e-10
5562.0,0.8200000000000001,0.13,1.324e-09,7.661e-10
5564.0,0.8200000000000001,0.13,1.324e-09,7.656e-10
5566.0,0.8200000000000001,0.13,1.323e-09,7.650e-10
5568.0,0.8200000000000001,0.13,1.323e-09,7.645e-10
5570.0,0.8200000000000001,0.13,1.322e-09,7.639e-10
5572.0,0.8200000000000001,0.13,1.322e-09,7.634e-10
5574.0,0.8200000000000001,0.13,1.321e-09,7.629e-10
5576.0,0.8200000000000001,0.13,1.321e-09,7.623e-10
5578.0,0.8200000000000001,0.131,1.320e-09,7.618e-10
5580.0,0.8200000000000001,0.131,1.320e-09,7.612e-10
5582.0,0.8200000000000001,0.131,1.319e-09,7.607e-10
5584.0,0.8200000000000001,0.131,1.319e-09,7.601e-10
5586.0,0.8200000000000001,0.131,1.318e-09,7.596e-10
5588.0,0.8200000000000001,0.131,1.318e-09,7.590e-10
5590.0,0.8200000000000001,0.131,1.317e-09,7.585e-10
5592.0,0.8200000000000001,0.131,1.317e-09,7.579e-10
5594.0,0.8200000000000001,0.131,1.317e-09,7.574e-10
5596.0,0.8200000000000001,0.131,1.316e-09,7.569e-10
5598.0,0.8200000000000001,0.131,1.316e-09,7.563e-10
5600.0,0.8200000000000001,0.132,1.315e-09,7.558e-10
5602.0,0.8200000000000001,0.132,1.315e-09,7.552e-10
5604.0,0.8200000000000001,0.132,1.314e-09,7.547e-10
5606.0,0.8200000000000001,0.132,1.314e-09,7.542e-10
5608.0,0.8200000000000001,0.132,1.313e-09,7.536e-10
5610.0,0.8200000000000001,0.132,1.313e-09,7.531e-10
5612.0,0.8200000000000001,0.132,1.312e-09,7.526e-10
5614.0,0.8200000000000001,0.132,1.312e-09,7.520e-10
5616.0,0.8200000000000001,0.132,1.311e-09,7.515e-10
5618.0,0.8200000000000001,0.132,1.311e-09,7.510e-10
5620.0,0.8200000000000001,0.132,1.310e-09,7.504e-10
5622.0,0.8300000000000001,0.13,1.326e-09,7.683e-10
5624.0,0.8300000000000001,0.13,1.325e-09,7.677e-10
5626.0,0.8300000000000001,0.13,1.325e-09,7.672e-10
5628.0,0.8300000000000001,0.13,1.325e-09,7.666e-10
5630.0,0.8300000000000001,0.13,1.324e-09,7.661e-10
5632.0,0.8300000000000001,0.13,1.324e-09,7.656e-10
5634.0,0.8300000000000001,0.13,1.323e-09,7.650e-10
5636.0,0.8300000000000001,0.13,1.323e-09,7.645e-10
5638.0,0.8300000000000001,0.13,1.322e-09,7.639e-10
5640.0,0.8300000000000001,0.13,1.322e-09,7.634e-10
5642.0,0.8300000000000001,0.13,1.321e-09,7.628e-10
5644.0,0.8300000000000001,0.131,1.321e-09,7.623e-10
5646.0,0.8300000000000001,0.131,1.320e-09,7.618e-10
5648.0,0.8300000000000001,0.131,1.320e-09,7.612e-10
5650.0,0.8300000000000001,0.131,1.319e-09,7.607e-10
5652.0,0.8300000000000001,0.131,1.319e-09,7.602e-10
5654.0,0.8300000000000001,0.131,1.318e-09,7.596e-10
5656.0,0.8300000000000001,0.131,1.318e-09,7.591e-10
5658.0,0.8300000000000001,0.131,1.318e-09,7.585e-10
5660.0,0.8300000000000001,0.131,1.317e-09,7.580e-10
5662.0,0.8300000000000001,0.131,1.317e-09,7.575e-10
5664.0,0.8300000000000001,0.131,1.316e-09,7.569e-10
5666.0,0.8300000000000001,0.132,1.316e-09,7.564e-10
5668.0,0.8300000000000001,0.132,1.315e-09,7.559e-10
5670.0,0.8300000000000001,0.132,1.315e-09,7.553e-10
5672.0,0.8300000000000001,0.132,1.314e-09,7.548e-10
5674.0,0.8300000000000001,0.132,1.314e-09,7.543e-10
5676.0,0.8300000000000001,0.132,1.313e-09,7.537e-10
5678.0,0.8300000000000001,0.132,1.313e-09,7.532e-10
5680.0,0.8300000000000001,0.132,1.312e-09,7.527e-10
5682.0,0.8300000000000001,0.132,1.312e-09,7.521e-10
5684.0,0.8300000000000001,0.132,1.311e-09,7.516e-10
5686.0,0.8300000000000001,0.132,1.311e-09,7.511e-10
5688.0,0.8400000000000001,0.129,1.326e-09,7.688e-10
5690.0,0.8400000000000001,0.13,1.326e-09,7.682e-10
5692.0,0.8400000000000001,0.13,1.325e-09,7.677e-10
5694.0,0.8400000000000001,0.13,1.325e-09,7.671e-10
5696.0,0.8400000000000001,0.13,1.324e-09,7.666e-10
5698.0,0.8400000000000001,0.13,1.324e-09,7.661e-10
5700.0,0.8400000000000001,0.13,1.324e-09,7.655e-10
5702.0,0.8400000000000001,0.13,1.323e-09,7.650e-10
5704.0,0.8400000000000001,0.13,1.323e-09,7.645e-10
5706.0,0.8400000000000001,0.13,1.322e-09,7.639e-10
5708.0,0.8400000000000001,0.13,1.322e-09,7.634e-10
5710.0,0.8400000000000001,0.13,1.321e-09,7.628e-10
5712.0,0.8400000000000001,0.131,1.321e-09,7.623e-10
5714.0,0.8400000000000001,0.131,1.320e-09,7.618e-10
5716.0,0.8400000000000001,0.131,1.320e-09,7.612e-10
5718.0,0.8400000000000001,0.131,1.319e-09,7.607e-10
5720.0,0.8400000000000001,0.131,1.319e-09,7.602e-10
5722.0,0.8400000000000001,0.131,1.318e-09,7.596e-10
5724.0,0.8400000000000001,0.131,1.318e-09,7.591e-10
5726.0,0.8400000000000001,0.131,1.318e-09,7.586e-10
5728.0,0.8400000000000001,0.131,1.317e-09,7.581e-10
5730.0,0.8400000000000001,0.131,1.317e-09,7.575e-10
5732.0,0.8400000000000001,0.131,1.316e-09,7.570e-10
5734.0,0.8400000000000001,0.132,1.316e-09,7.565e-10
5736.0,0.8400000000000001,0.132,1.315e-09,7.559e-10
5738.0,0.8400000000000001,0.132,1.315e-09,7.554e-10
5740.0,0.8400000000000001,0.132,1.314e-09,7.549e-10
5742.0,0.8400000000000001,0.132,1.314e-09,7.544e-10
5744.0,0.8400000000000001,0.132,1.313e-09,7.538e-10
5746.0,0.8400000000000001,0.132,1.313e-09,7.533e-10
5748.0,0.8400000000000001,0.132,1.313e-09,7.528e-10
5750.0,0.8400000000000001,0.132,1.312e-09,7.523e-10
5752.0,0.8400000000000001,0.132,1.312e-09,7.517e-10
5754.0,0.8400000000000001,0.132,1.311e-09,7.512e-10
5756.0,0.85,0.13,1.326e-09,7.687e-10
5758.0,0.85,0.13,1.326e-09,7.681e-10
5760.0,0.85,0.13,1.325e-09,7.676e-10
5762.0,0.85,0.13,1.325e-09,7.671e-10
5764.0,0.85,0.13,1.324e-09,7.666e-10
5766.0,0.85,0.13,1.324e-09,7.660e-10
5768.0,0.85,0.13,1.324e-09,7.655e-10
5770.0,0.85,0.13,1.323e-09,7.650e-10
5772.0,0.85,0.13,1.323e-09,7.644e-10
5774.0,0.85,0.13,1.322e-09,7.639e-10
5776.0,0.85,0.13,1.322e-09,7.634e-10
5778.0,0.85,0.131,1.321e-09,7.628e-10
5780.0,0.85,0.131,1.321e-09,7.623e-10
5782.0,0.85,0.131,1.320e-09,7.618e-10
5784.0,0.85,0.131,1.320e-09,7.613e-10
5786.0,0.85,0.131,1.319e-09,7.607e-10
5788.0,0.85,0.131,1.319e-09,7.602e-10
5790.0,0.85,0.131,1.318e-09,7.597e-10
5792.0,0.85,0.131,1.318e-09,7.592e-10
5794.0,0.85,0.131,1.318e-09,7.586e-10
5796.0,0.85,0.131,1.317e-09,7.581e-10
5798.0,0.85,0.131,1.317e-09,7.576e-10
5800.0,0.85,0.131,1.316e-09,7.571e-10
5802.0,0.85,0.132,1.316e-09,7.565e-10
5804.0,0.85,0.132,1.315e-09,7.560e-10
5806.0,0.85,0.132,1.315e-09,7.555e-10
5808.0,0.85,0.132,1.314e-09,7.550e-10
5810.0,0.85,0.132,1.314e-09,7.545e-10
5812.0,0.85,0.132,1.314e-09,7.539e-10
5814.0,0.85,0.132,1.313e-09,7.534e-10
5816.0,0.85,0.132,1.313e-09,7.529e-10
5818.0,0.85,0.132,1.312e-09,7.524e-10
5820.0,0.85,0.132,1.312e-09,7.519e-10
5822.0,0.85,0.132,1.311e-09,7.514e-10
5824.0,0.86,0.13,1.326e-09,7.686e-10
5826.0,0.86,0.13,1.326e-09,7.681e-10
5828.0,0.86,0.13,1.325e-09,7.676e-10
5830.0,0.86,0.13,1.325e-09,7.670e-10
5832.0,0.86,0.13,1.324e-09,7.665e-10
5834.0,0.86,0.13,1.324e-09,7.660e-10
5836.0,0.86,0.13,1.323e-09,7.655e-10
5838.0,0.86,0.13,1.323e-09,7.649e-10
5840.0,0.86,0.13,1.323e-09,7.644e-10
5842.0,0.86,0.13,1.322e-09,7.639e-10
5844.0,0.86,0.13,1.322e-09,7.634e-10
5846.0,0.86,0.131,1.321e-09,7.628e-10
5848.0,0.86,0.131,1.321e-09,7.623e-10
5850.0,0.86,0.131,1.320e-09,7.618e-10
5852.0,0.86,0.131,1.320e-09,7.613e-10
5854.0,0.86,0.131,1.319e-09,7.608e-10
5856.0,0.86,0.131,1.319e-09,7.602e-10
5858.0,0.86,0.131,1.319e-09,7.597e-10
5860.0,0.86,0.131,1.318e-09,7.592e-10
5862.0,0.86,0.131,1.318e-09,7.587e-10
5864.0,0.86,0.131,1.317e-09,7.582e-10
5866.0,0.86,0.131,1.317e-09,7.576e-10
5868.0,0.86,0.132,1.316e-09,7.571e-10
5870.0,0.86,0.132,1.316e-09,7.566e-10
5872.0,0.86,0.132,1.315e-09,7.561e-10
5874.0,0.86,0.132,1.315e-09,7.556e-10
5876.0,0.86,0.132,1.314e-09,7.551e-10
5878.0,0.86,0.132,1.314e-09,7.546e-10
5880.0,0.86,0.132,1.314e-09,7.540e-10
5882.0,0.86,0.132,1.313e-09,7.535e-10
5884.0,0.86,0.132,1.313e-09,7.530e-10
5886.0,0.86,0.132,1.312e-09,7.525e-10
5888.0,0.86,0.132,1.312e-09,7.520e-10
5890.0,0.86,0.132,1.311e-09,7.515e-10
5892.0,0.87,0.13,1.326e-09,7.685e-10
5894.0,0.87,0.13,1.326e-09,7.680e-10
5896.0,0.87,0.13,1.325e-09,7.675e-10
5898.0,0.87,0.13,1.325e-09,7.670e-10
5900.0,0.87,0.13,1.324e-09,7.665e-10
5902.0,0.87,0.13,1.324e-09,7.659e-10
5904.0,0.87,0.13,1.323e-09,7.654e-10
5906.0,0.87,0.13,1.323e-09,7.649e-10
5908.0,0.87,0.13,1.323e-09,7.644e-10
5910.0,0.87,0.13,1.322e-09,7.639e-10
5912.0,0.87,0.13,1.322e-09,7.634e-10
5914.0,0.87,0.131,1.321e-09,7.628e-10
5916.0,0.87,0.131,1.321e-09,7.623e-10
5918.0,0.87,0.131,1.320e-09,7.618e-10
5920.0,0.87,0.131,1.320e-09,7.613e-10
5922.0,0.87,0.131,1.319e-09,7.608e-10
5924.0,0.87,0.131,1.319e-09,7.603e-10
5926.0,0.87,0.131,1.319e-09,7.597e-10
5928.0,0.87,0.131,1.318e-09,7.592e-10
5930.0,0.87,0.131,1.318e-09,7.587e-10
5932.0,0.87,0.131,1.317e-09,7.582e-10
5934.0,0.87,0.131,1.317e-09,7.577e-10
5936.0,0.87,0.132,1.316e-09,7.572e-10
5938.0,0.87,0.132,1.316e-09,7.567e-10
