Mass DM,SSHH,omega,SI 1,SI 2
1942.0,0.29000000000000004,0.124,1.341e-09,7.855e-10
1944.0,0.29000000000000004,0.125,1.340e-09,7.839e-10
1946.0,0.29000000000000004,0.125,1.338e-09,7.823e-10
1948.0,0.29000000000000004,0.125,1.337e-09,7.807e-10
1950.0,0.29000000000000004,0.125,1.336e-09,7.791e-10
1952.0,0.29000000000000004,0.126,1.334e-09,7.775e-10
1954.0,0.29000000000000004,0.126,1.333e-09,7.759e-10
1956.0,0.29000000000000004,0.126,1.332e-09,7.743e-10
1958.0,0.29000000000000004,0.126,1.330e-09,7.728e-10
1960.0,0.29000000000000004,0.127,1.329e-09,7.712e-10
1962.0,0.29000000000000004,0.127,1.328e-09,7.696e-10
1964.0,0.29000000000000004,0.127,1.326e-09,7.681e-10
1966.0,0.29000000000000004,0.127,1.325e-09,7.665e-10
1968.0,0.29000000000000004,0.128,1.323e-09,7.649e-10
1970.0,0.29000000000000004,0.128,1.322e-09,7.634e-10
1972.0,0.29000000000000004,0.128,1.321e-09,7.618e-10
1974.0,0.29000000000000004,0.128,1.319e-09,7.603e-10
1976.0,0.29000000000000004,0.129,1.318e-09,7.588e-10
1978.0,0.29000000000000004,0.129,1.317e-09,7.572e-10
1980.0,0.29000000000000004,0.129,1.315e-09,7.557e-10
1982.0,0.29000000000000004,0.129,1.314e-09,7.542e-10
1984.0,0.29000000000000004,0.13,1.313e-09,7.527e-10
1986.0,0.29000000000000004,0.13,1.311e-09,7.511e-10
1988.0,0.29000000000000004,0.13,1.310e-09,7.496e-10
1990.0,0.29000000000000004,0.13,1.309e-09,7.481e-10
1992.0,0.29000000000000004,0.131,1.308e-09,7.466e-10
1994.0,0.29000000000000004,0.131,1.306e-09,7.451e-10
1996.0,0.29000000000000004,0.131,1.305e-09,7.436e-10
1998.0,0.29000000000000004,0.131,1.304e-09,7.421e-10
2000.0,0.29000000000000004,0.132,1.302e-09,7.407e-10
2002.0,0.29000000000000004,0.132,1.301e-09,7.392e-10
2004.0,0.29000000000000004,0.132,1.300e-09,7.377e-10
2006.0,0.29000000000000004,0.132,1.298e-09,7.362e-10
2008.0,0.3,0.124,1.342e-09,7.863e-10
2010.0,0.3,0.124,1.340e-09,7.848e-10
2012.0,0.3,0.125,1.339e-09,7.832e-10
2014.0,0.3,0.125,1.338e-09,7.816e-10
2016.0,0.3,0.125,1.337e-09,7.801e-10
2018.0,0.3,0.125,1.335e-09,7.786e-10
2020.0,0.3,0.126,1.334e-09,7.770e-10
2022.0,0.3,0.126,1.333e-09,7.755e-10
2024.0,0.3,0.126,1.331e-09,7.739e-10
2026.0,0.3,0.126,1.330e-09,7.724e-10
2028.0,0.3,0.127,1.329e-09,7.709e-10
2030.0,0.3,0.127,1.327e-09,7.694e-10
2032.0,0.3,0.127,1.326e-09,7.679e-10
2034.0,0.3,0.127,1.325e-09,7.664e-10
2036.0,0.3,0.128,1.323e-09,7.649e-10
2038.0,0.3,0.128,1.322e-09,7.634e-10
2040.0,0.3,0.128,1.321e-09,7.619e-10
2042.0,0.3,0.128,1.319e-09,7.604e-10
2044.0,0.3,0.129,1.318e-09,7.589e-10
2046.0,0.3,0.129,1.317e-09,7.574e-10
2048.0,0.3,0.129,1.316e-09,7.559e-10
2050.0,0.3,0.129,1.314e-09,7.544e-10
2052.0,0.3,0.13,1.313e-09,7.530e-10
2054.0,0.3,0.13,1.312e-09,7.515e-10
2056.0,0.3,0.13,1.311e-09,7.501e-10
2058.0,0.3,0.13,1.309e-09,7.486e-10
2060.0,0.3,0.131,1.308e-09,7.471e-10
2062.0,0.3,0.131,1.307e-09,7.457e-10
2064.0,0.3,0.131,1.305e-09,7.443e-10
2066.0,0.3,0.131,1.304e-09,7.428e-10
2068.0,0.3,0.131,1.303e-09,7.414e-10
2070.0,0.3,0.132,1.302e-09,7.399e-10
2072.0,0.3,0.132,1.300e-09,7.385e-10
2074.0,0.3,0.132,1.299e-09,7.371e-10
2076.0,0.3,0.132,1.298e-09,7.357e-10
2078.0,0.31,0.125,1.340e-09,7.840e-10
2080.0,0.31,0.125,1.339e-09,7.825e-10
2082.0,0.31,0.125,1.337e-09,7.810e-10
2084.0,0.31,0.125,1.336e-09,7.795e-10
2086.0,0.31,0.126,1.335e-09,7.780e-10
2088.0,0.31,0.126,1.333e-09,7.765e-10
2090.0,0.31,0.126,1.332e-09,7.751e-10
2092.0,0.31,0.126,1.331e-09,7.736e-10
2094.0,0.31,0.126,1.330e-09,7.721e-10
2096.0,0.31,0.127,1.328e-09,7.706e-10
2098.0,0.31,0.127,1.327e-09,7.692e-10
2100.0,0.31,0.127,1.326e-09,7.677e-10
2102.0,0.31,0.127,1.325e-09,7.662e-10
2104.0,0.31,0.128,1.323e-09,7.648e-10
2106.0,0.31,0.128,1.322e-09,7.633e-10
2108.0,0.31,0.128,1.321e-09,7.619e-10
2110.0,0.31,0.128,1.320e-09,7.604e-10
2112.0,0.31,0.129,1.318e-09,7.590e-10
2114.0,0.31,0.129,1.317e-09,7.576e-10
2116.0,0.31,0.129,1.316e-09,7.561e-10
2118.0,0.31,0.129,1.315e-09,7.547e-10
2120.0,0.31,0.13,1.313e-09,7.533e-10
2122.0,0.31,0.13,1.312e-09,7.519e-10
2124.0,0.31,0.13,1.311e-09,7.505e-10
2126.0,0.31,0.13,1.310e-09,7.490e-10
2128.0,0.31,0.13,1.308e-09,7.476e-10
2130.0,0.31,0.131,1.307e-09,7.462e-10
2132.0,0.31,0.131,1.306e-09,7.448e-10
2134.0,0.31,0.131,1.305e-09,7.434e-10
2136.0,0.31,0.131,1.303e-09,7.420e-10
2138.0,0.31,0.132,1.302e-09,7.407e-10
2140.0,0.31,0.132,1.301e-09,7.393e-10
2142.0,0.31,0.132,1.300e-09,7.379e-10
2144.0,0.31,0.132,1.299e-09,7.365e-10
2146.0,0.32,0.125,1.339e-09,7.833e-10
2148.0,0.32,0.125,1.338e-09,7.819e-10
2150.0,0.32,0.125,1.337e-09,7.804e-10
2152.0,0.32,0.125,1.336e-09,7.790e-10
2154.0,0.32,0.126,1.334e-09,7.775e-10
2156.0,0.32,0.126,1.333e-09,7.761e-10
2158.0,0.32,0.126,1.332e-09,7.747e-10
2160.0,0.32,0.126,1.331e-09,7.732e-10
2162.0,0.32,0.127,1.329e-09,7.718e-10
2164.0,0.32,0.127,1.328e-09,7.704e-10
2166.0,0.32,0.127,1.327e-09,7.690e-10
2168.0,0.32,0.127,1.326e-09,7.675e-10
2170.0,0.32,0.127,1.324e-09,7.661e-10
2172.0,0.32,0.128,1.323e-09,7.647e-10
2174.0,0.32,0.128,1.322e-09,7.633e-10
2176.0,0.32,0.128,1.321e-09,7.619e-10
2178.0,0.32,0.128,1.320e-09,7.605e-10
2180.0,0.32,0.129,1.318e-09,7.591e-10
2182.0,0.32,0.129,1.317e-09,7.577e-10
2184.0,0.32,0.129,1.316e-09,7.563e-10
2186.0,0.32,0.129,1.315e-09,7.550e-10
2188.0,0.32,0.13,1.314e-09,7.536e-10
2190.0,0.32,0.13,1.312e-09,7.522e-10
2192.0,0.32,0.13,1.311e-09,7.508e-10
2194.0,0.32,0.13,1.310e-09,7.495e-10
2196.0,0.32,0.13,1.309e-09,7.481e-10
2198.0,0.32,0.131,1.308e-09,7.467e-10
2200.0,0.32,0.131,1.306e-09,7.454e-10
2202.0,0.32,0.131,1.305e-09,7.440e-10
2204.0,0.32,0.131,1.304e-09,7.427e-10
2206.0,0.32,0.132,1.303e-09,7.413e-10
2208.0,0.32,0.132,1.302e-09,7.400e-10
2210.0,0.32,0.132,1.300e-09,7.387e-10
2212.0,0.32,0.132,1.299e-09,7.373e-10
2214.0,0.33,0.125,1.339e-09,7.827e-10
2216.0,0.33,0.125,1.337e-09,7.813e-10
2218.0,0.33,0.125,1.336e-09,7.799e-10
2220.0,0.33,0.126,1.335e-09,7.785e-10
2222.0,0.33,0.126,1.334e-09,7.771e-10
2224.0,0.33,0.126,1.333e-09,7.757e-10
2226.0,0.33,0.126,1.331e-09,7.743e-10
2228.0,0.33,0.126,1.330e-09,7.729e-10
2230.0,0.33,0.127,1.329e-09,7.715e-10
2232.0,0.33,0.127,1.328e-09,7.701e-10
2234.0,0.33,0.127,1.327e-09,7.688e-10
2236.0,0.33,0.127,1.326e-09,7.674e-10
2238.0,0.33,0.128,1.324e-09,7.660e-10
2240.0,0.33,0.128,1.323e-09,7.646e-10
2242.0,0.33,0.128,1.322e-09,7.633e-10
2244.0,0.33,0.128,1.321e-09,7.619e-10
2246.0,0.33,0.128,1.320e-09,7.606e-10
2248.0,0.33,0.129,1.318e-09,7.592e-10
2250.0,0.33,0.129,1.317e-09,7.579e-10
2252.0,0.33,0.129,1.316e-09,7.565e-10
2254.0,0.33,0.129,1.315e-09,7.552e-10
2256.0,0.33,0.13,1.314e-09,7.538e-10
2258.0,0.33,0.13,1.313e-09,7.525e-10
2260.0,0.33,0.13,1.311e-09,7.512e-10
2262.0,0.33,0.13,1.310e-09,7.499e-10
2264.0,0.33,0.13,1.309e-09,7.485e-10
2266.0,0.33,0.131,1.308e-09,7.472e-10
2268.0,0.33,0.131,1.307e-09,7.459e-10
2270.0,0.33,0.131,1.306e-09,7.446e-10
2272.0,0.33,0.131,1.305e-09,7.433e-10
2274.0,0.33,0.132,1.303e-09,7.420e-10
2276.0,0.33,0.132,1.302e-09,7.407e-10
2278.0,0.33,0.132,1.301e-09,7.394e-10
2280.0,0.33,0.132,1.300e-09,7.381e-10
2282.0,0.33,0.132,1.299e-09,7.368e-10
2284.0,0.34,0.125,1.337e-09,7.807e-10
2286.0,0.34,0.126,1.336e-09,7.794e-10
2288.0,0.34,0.126,1.335e-09,7.780e-10
2290.0,0.34,0.126,1.333e-09,7.766e-10
2292.0,0.34,0.126,1.332e-09,7.753e-10
2294.0,0.34,0.126,1.331e-09,7.739e-10
2296.0,0.34,0.127,1.330e-09,7.726e-10
2298.0,0.34,0.127,1.329e-09,7.713e-10
2300.0,0.34,0.127,1.328e-09,7.699e-10
2302.0,0.34,0.127,1.327e-09,7.686e-10
2304.0,0.34,0.127,1.325e-09,7.672e-10
2306.0,0.34,0.128,1.324e-09,7.659e-10
2308.0,0.34,0.128,1.323e-09,7.646e-10
2310.0,0.34,0.128,1.322e-09,7.633e-10
2312.0,0.34,0.128,1.321e-09,7.619e-10
2314.0,0.34,0.128,1.320e-09,7.606e-10
2316.0,0.34,0.129,1.318e-09,7.593e-10
2318.0,0.34,0.129,1.317e-09,7.580e-10
2320.0,0.34,0.129,1.316e-09,7.567e-10
2322.0,0.34,0.129,1.315e-09,7.554e-10
2324.0,0.34,0.13,1.314e-09,7.541e-10
2326.0,0.34,0.13,1.313e-09,7.528e-10
2328.0,0.34,0.13,1.312e-09,7.515e-10
2330.0,0.34,0.13,1.311e-09,7.502e-10
2332.0,0.34,0.13,1.309e-09,7.489e-10
2334.0,0.34,0.131,1.308e-09,7.477e-10
2336.0,0.34,0.131,1.307e-09,7.464e-10
2338.0,0.34,0.131,1.306e-09,7.451e-10
2340.0,0.34,0.131,1.305e-09,7.438e-10
2342.0,0.34,0.132,1.304e-09,7.426e-10
2344.0,0.34,0.132,1.303e-09,7.413e-10
2346.0,0.34,0.132,1.302e-09,7.400e-10
2348.0,0.34,0.132,1.301e-09,7.388e-10
2350.0,0.34,0.132,1.299e-09,7.375e-10
2352.0,0.35000000000000003,0.125,1.337e-09,7.802e-10
2354.0,0.35000000000000003,0.126,1.335e-09,7.789e-10
2356.0,0.35000000000000003,0.126,1.334e-09,7.776e-10
2358.0,0.35000000000000003,0.126,1.333e-09,7.762e-10
2360.0,0.35000000000000003,0.126,1.332e-09,7.749e-10
2362.0,0.35000000000000003,0.126,1.331e-09,7.736e-10
2364.0,0.35000000000000003,0.127,1.330e-09,7.723e-10
2366.0,0.35000000000000003,0.127,1.329e-09,7.710e-10
2368.0,0.35000000000000003,0.127,1.327e-09,7.697e-10
2370.0,0.35000000000000003,0.127,1.326e-09,7.684e-10
2372.0,0.35000000000000003,0.127,1.325e-09,7.671e-10
2374.0,0.35000000000000003,0.128,1.324e-09,7.658e-10
2376.0,0.35000000000000003,0.128,1.323e-09,7.645e-10
2378.0,0.35000000000000003,0.128,1.322e-09,7.632e-10
2380.0,0.35000000000000003,0.128,1.321e-09,7.620e-10
2382.0,0.35000000000000003,0.129,1.320e-09,7.607e-10
2384.0,0.35000000000000003,0.129,1.319e-09,7.594e-10
2386.0,0.35000000000000003,0.129,1.317e-09,7.581e-10
2388.0,0.35000000000000003,0.129,1.316e-09,7.569e-10
2390.0,0.35000000000000003,0.129,1.315e-09,7.556e-10
2392.0,0.35000000000000003,0.13,1.314e-09,7.543e-10
2394.0,0.35000000000000003,0.13,1.313e-09,7.531e-10
2396.0,0.35000000000000003,0.13,1.312e-09,7.518e-10
2398.0,0.35000000000000003,0.13,1.311e-09,7.506e-10
2400.0,0.35000000000000003,0.13,1.310e-09,7.493e-10
2402.0,0.35000000000000003,0.131,1.309e-09,7.481e-10
2404.0,0.35000000000000003,0.131,1.308e-09,7.468e-10
2406.0,0.35000000000000003,0.131,1.307e-09,7.456e-10
2408.0,0.35000000000000003,0.131,1.305e-09,7.443e-10
2410.0,0.35000000000000003,0.131,1.304e-09,7.431e-10
2412.0,0.35000000000000003,0.132,1.303e-09,7.419e-10
2414.0,0.35000000000000003,0.132,1.302e-09,7.407e-10
2416.0,0.35000000000000003,0.132,1.301e-09,7.394e-10
2418.0,0.35000000000000003,0.132,1.300e-09,7.382e-10
2420.0,0.36000000000000004,0.126,1.336e-09,7.797e-10
2422.0,0.36000000000000004,0.126,1.335e-09,7.784e-10
2424.0,0.36000000000000004,0.126,1.334e-09,7.771e-10
2426.0,0.36000000000000004,0.126,1.333e-09,7.759e-10
2428.0,0.36000000000000004,0.126,1.332e-09,7.746e-10
2430.0,0.36000000000000004,0.127,1.331e-09,7.733e-10
2432.0,0.36000000000000004,0.127,1.329e-09,7.720e-10
2434.0,0.36000000000000004,0.127,1.328e-09,7.708e-10
2436.0,0.36000000000000004,0.127,1.327e-09,7.695e-10
2438.0,0.36000000000000004,0.127,1.326e-09,7.682e-10
2440.0,0.36000000000000004,0.128,1.325e-09,7.670e-10
2442.0,0.36000000000000004,0.128,1.324e-09,7.657e-10
2444.0,0.36000000000000004,0.128,1.323e-09,7.645e-10
2446.0,0.36000000000000004,0.128,1.322e-09,7.632e-10
2448.0,0.36000000000000004,0.128,1.321e-09,7.620e-10
2450.0,0.36000000000000004,0.129,1.320e-09,7.607e-10
2452.0,0.36000000000000004,0.129,1.319e-09,7.595e-10
2454.0,0.36000000000000004,0.129,1.318e-09,7.583e-10
2456.0,0.36000000000000004,0.129,1.316e-09,7.570e-10
2458.0,0.36000000000000004,0.129,1.315e-09,7.558e-10
2460.0,0.36000000000000004,0.13,1.314e-09,7.546e-10
2462.0,0.36000000000000004,0.13,1.313e-09,7.533e-10
2464.0,0.36000000000000004,0.13,1.312e-09,7.521e-10
2466.0,0.36000000000000004,0.13,1.311e-09,7.509e-10
2468.0,0.36000000000000004,0.13,1.310e-09,7.497e-10
2470.0,0.36000000000000004,0.131,1.309e-09,7.485e-10
2472.0,0.36000000000000004,0.131,1.308e-09,7.473e-10
2474.0,0.36000000000000004,0.131,1.307e-09,7.461e-10
2476.0,0.36000000000000004,0.131,1.306e-09,7.448e-10
2478.0,0.36000000000000004,0.131,1.305e-09,7.436e-10
2480.0,0.36000000000000004,0.132,1.304e-09,7.424e-10
2482.0,0.36000000000000004,0.132,1.303e-09,7.413e-10
2484.0,0.36000000000000004,0.132,1.302e-09,7.401e-10
2486.0,0.36000000000000004,0.132,1.301e-09,7.389e-10
2488.0,0.36000000000000004,0.132,1.300e-09,7.377e-10
2490.0,0.37,0.126,1.335e-09,7.780e-10
2492.0,0.37,0.126,1.333e-09,7.767e-10
2494.0,0.37,0.126,1.332e-09,7.755e-10
2496.0,0.37,0.126,1.331e-09,7.742e-10
2498.0,0.37,0.127,1.330e-09,7.730e-10
2500.0,0.37,0.127,1.329e-09,7.718e-10
2502.0,0.37,0.127,1.328e-09,7.705e-10
2504.0,0.37,0.127,1.327e-09,7.693e-10
2506.0,0.37,0.127,1.326e-09,7.681e-10
2508.0,0.37,0.128,1.325e-09,7.669e-10
2510.0,0.37,0.128,1.324e-09,7.656e-10
2512.0,0.37,0.128,1.323e-09,7.644e-10
2514.0,0.37,0.128,1.322e-09,7.632e-10
2516.0,0.37,0.128,1.321e-09,7.620e-10
2518.0,0.37,0.129,1.320e-09,7.608e-10
2520.0,0.37,0.129,1.319e-09,7.596e-10
2522.0,0.37,0.129,1.318e-09,7.584e-10
2524.0,0.37,0.129,1.317e-09,7.572e-10
2526.0,0.37,0.129,1.316e-09,7.560e-10
2528.0,0.37,0.13,1.315e-09,7.548e-10
2530.0,0.37,0.13,1.313e-09,7.536e-10
2532.0,0.37,0.13,1.312e-09,7.524e-10
2534.0,0.37,0.13,1.311e-09,7.512e-10
2536.0,0.37,0.13,1.310e-09,7.500e-10
2538.0,0.37,0.131,1.309e-09,7.488e-10
2540.0,0.37,0.131,1.308e-09,7.477e-10
2542.0,0.37,0.131,1.307e-09,7.465e-10
2544.0,0.37,0.131,1.306e-09,7.453e-10
2546.0,0.37,0.131,1.305e-09,7.441e-10
2548.0,0.37,0.132,1.304e-09,7.430e-10
2550.0,0.37,0.132,1.303e-09,7.418e-10
2552.0,0.37,0.132,1.302e-09,7.407e-10
2554.0,0.37,0.132,1.301e-09,7.395e-10
2556.0,0.37,0.132,1.300e-09,7.383e-10
2558.0,0.38,0.126,1.334e-09,7.776e-10
2560.0,0.38,0.126,1.333e-09,7.764e-10
2562.0,0.38,0.126,1.332e-09,7.751e-10
2564.0,0.38,0.127,1.331e-09,7.739e-10
2566.0,0.38,0.127,1.330e-09,7.727e-10
2568.0,0.38,0.127,1.329e-09,7.715e-10
2570.0,0.38,0.127,1.328e-09,7.703e-10
2572.0,0.38,0.127,1.327e-09,7.691e-10
2574.0,0.38,0.128,1.326e-09,7.679e-10
2576.0,0.38,0.128,1.325e-09,7.667e-10
2578.0,0.38,0.128,1.324e-09,7.656e-10
2580.0,0.38,0.128,1.323e-09,7.644e-10
2582.0,0.38,0.128,1.322e-09,7.632e-10
2584.0,0.38,0.128,1.321e-09,7.620e-10
2586.0,0.38,0.129,1.320e-09,7.608e-10
2588.0,0.38,0.129,1.319e-09,7.597e-10
2590.0,0.38,0.129,1.318e-09,7.585e-10
2592.0,0.38,0.129,1.317e-09,7.573e-10
2594.0,0.38,0.129,1.316e-09,7.561e-10
2596.0,0.38,0.13,1.315e-09,7.550e-10
2598.0,0.38,0.13,1.314e-09,7.538e-10
2600.0,0.38,0.13,1.313e-09,7.527e-10
2602.0,0.38,0.13,1.312e-09,7.515e-10
2604.0,0.38,0.13,1.311e-09,7.504e-10
2606.0,0.38,0.131,1.310e-09,7.492e-10
2608.0,0.38,0.131,1.309e-09,7.481e-10
2610.0,0.38,0.131,1.308e-09,7.469e-10
2612.0,0.38,0.131,1.307e-09,7.458e-10
2614.0,0.38,0.131,1.306e-09,7.446e-10
2616.0,0.38,0.132,1.305e-09,7.435e-10
2618.0,0.38,0.132,1.304e-09,7.424e-10
2620.0,0.38,0.132,1.303e-09,7.412e-10
2622.0,0.38,0.132,1.302e-09,7.401e-10
2624.0,0.38,0.132,1.301e-09,7.390e-10
2626.0,0.39,0.126,1.334e-09,7.772e-10
2628.0,0.39,0.126,1.333e-09,7.760e-10
2630.0,0.39,0.126,1.332e-09,7.748e-10
2632.0,0.39,0.127,1.331e-09,7.736e-10
2634.0,0.39,0.127,1.330e-09,7.725e-10
2636.0,0.39,0.127,1.329e-09,7.713e-10
2638.0,0.39,0.127,1.328e-09,7.701e-10
2640.0,0.39,0.127,1.327e-09,7.690e-10
2642.0,0.39,0.128,1.326e-09,7.678e-10
2644.0,0.39,0.128,1.325e-09,7.666e-10
2646.0,0.39,0.128,1.324e-09,7.655e-10
2648.0,0.39,0.128,1.323e-09,7.643e-10
2650.0,0.39,0.128,1.322e-09,7.632e-10
2652.0,0.39,0.129,1.321e-09,7.620e-10
2654.0,0.39,0.129,1.320e-09,7.609e-10
2656.0,0.39,0.129,1.319e-09,7.597e-10
2658.0,0.39,0.129,1.318e-09,7.586e-10
2660.0,0.39,0.129,1.317e-09,7.574e-10
2662.0,0.39,0.129,1.316e-09,7.563e-10
2664.0,0.39,0.13,1.315e-09,7.552e-10
2666.0,0.39,0.13,1.314e-09,7.540e-10
2668.0,0.39,0.13,1.313e-09,7.529e-10
2670.0,0.39,0.13,1.312e-09,7.518e-10
2672.0,0.39,0.13,1.311e-09,7.507e-10
2674.0,0.39,0.131,1.310e-09,7.495e-10
2676.0,0.39,0.131,1.309e-09,7.484e-10
2678.0,0.39,0.131,1.308e-09,7.473e-10
2680.0,0.39,0.131,1.307e-09,7.462e-10
2682.0,0.39,0.131,1.306e-09,7.451e-10
2684.0,0.39,0.132,1.305e-09,7.440e-10
2686.0,0.39,0.132,1.304e-09,7.429e-10
2688.0,0.39,0.132,1.303e-09,7.418e-10
2690.0,0.39,0.132,1.302e-09,7.407e-10
2692.0,0.39,0.132,1.301e-09,7.396e-10
2694.0,0.39,0.132,1.300e-09,7.385e-10
2696.0,0.4,0.126,1.333e-09,7.757e-10
2698.0,0.4,0.127,1.332e-09,7.745e-10
2700.0,0.4,0.127,1.331e-09,7.734e-10
2702.0,0.4,0.127,1.330e-09,7.722e-10
2704.0,0.4,0.127,1.329e-09,7.711e-10
2706.0,0.4,0.127,1.328e-09,7.699e-10
2708.0,0.4,0.127,1.327e-09,7.688e-10
2710.0,0.4,0.128,1.326e-09,7.677e-10
2712.0,0.4,0.128,1.325e-09,7.665e-10
2714.0,0.4,0.128,1.324e-09,7.654e-10
2716.0,0.4,0.128,1.323e-09,7.643e-10
2718.0,0.4,0.128,1.322e-09,7.632e-10
2720.0,0.4,0.129,1.321e-09,7.620e-10
2722.0,0.4,0.129,1.320e-09,7.609e-10
2724.0,0.4,0.129,1.319e-09,7.598e-10
2726.0,0.4,0.129,1.318e-09,7.587e-10
2728.0,0.4,0.129,1.317e-09,7.576e-10
2730.0,0.4,0.129,1.316e-09,7.565e-10
2732.0,0.4,0.13,1.315e-09,7.554e-10
2734.0,0.4,0.13,1.314e-09,7.543e-10
2736.0,0.4,0.13,1.313e-09,7.532e-10
2738.0,0.4,0.13,1.312e-09,7.521e-10
2740.0,0.4,0.13,1.311e-09,7.510e-10
2742.0,0.4,0.131,1.310e-09,7.499e-10
2744.0,0.4,0.131,1.309e-09,7.488e-10
2746.0,0.4,0.131,1.308e-09,7.477e-10
2748.0,0.4,0.131,1.307e-09,7.466e-10
2750.0,0.4,0.131,1.306e-09,7.455e-10
2752.0,0.4,0.132,1.305e-09,7.444e-10
2754.0,0.4,0.132,1.304e-09,7.433e-10
2756.0,0.4,0.132,1.304e-09,7.423e-10
2758.0,0.4,0.132,1.303e-09,7.412e-10
2760.0,0.4,0.132,1.302e-09,7.401e-10
2762.0,0.4,0.132,1.301e-09,7.390e-10
2764.0,0.41,0.126,1.332e-09,7.753e-10
2766.0,0.41,0.127,1.331e-09,7.742e-10
2768.0,0.41,0.127,1.330e-09,7.731e-10
2770.0,0.41,0.127,1.329e-09,7.720e-10
2772.0,0.41,0.127,1.328e-09,7.709e-10
2774.0,0.41,0.127,1.327e-09,7.698e-10
2776.0,0.41,0.128,1.326e-09,7.686e-10
2778.0,0.41,0.128,1.326e-09,7.675e-10
2780.0,0.41,0.128,1.325e-09,7.664e-10
2782.0,0.41,0.128,1.324e-09,7.653e-10
2784.0,0.41,0.128,1.323e-09,7.642e-10
2786.0,0.41,0.128,1.322e-09,7.631e-10
2788.0,0.41,0.129,1.321e-09,7.620e-10
2790.0,0.41,0.129,1.320e-09,7.610e-10
2792.0,0.41,0.129,1.319e-09,7.599e-10
2794.0,0.41,0.129,1.318e-09,7.588e-10
2796.0,0.41,0.129,1.317e-09,7.577e-10
2798.0,0.41,0.13,1.316e-09,7.566e-10
2800.0,0.41,0.13,1.315e-09,7.555e-10
2802.0,0.41,0.13,1.314e-09,7.545e-10
2804.0,0.41,0.13,1.313e-09,7.534e-10
2806.0,0.41,0.13,1.312e-09,7.523e-10
2808.0,0.41,0.13,1.311e-09,7.512e-10
2810.0,0.41,0.131,1.310e-09,7.502e-10
2812.0,0.41,0.131,1.310e-09,7.491e-10
2814.0,0.41,0.131,1.309e-09,7.480e-10
2816.0,0.41,0.131,1.308e-09,7.470e-10
2818.0,0.41,0.131,1.307e-09,7.459e-10
2820.0,0.41,0.131,1.306e-09,7.449e-10
2822.0,0.41,0.132,1.305e-09,7.438e-10
2824.0,0.41,0.132,1.304e-09,7.427e-10
2826.0,0.41,0.132,1.303e-09,7.417e-10
2828.0,0.41,0.132,1.302e-09,7.407e-10
2830.0,0.41,0.132,1.301e-09,7.396e-10
2832.0,0.42,0.127,1.332e-09,7.750e-10
2834.0,0.42,0.127,1.331e-09,7.739e-10
2836.0,0.42,0.127,1.330e-09,7.728e-10
2838.0,0.42,0.127,1.329e-09,7.718e-10
2840.0,0.42,0.127,1.328e-09,7.707e-10
2842.0,0.42,0.127,1.327e-09,7.696e-10
2844.0,0.42,0.128,1.326e-09,7.685e-10
2846.0,0.42,0.128,1.325e-09,7.674e-10
2848.0,0.42,0.128,1.324e-09,7.663e-10
2850.0,0.42,0.128,1.324e-09,7.653e-10
2852.0,0.42,0.128,1.323e-09,7.642e-10
2854.0,0.42,0.128,1.322e-09,7.631e-10
2856.0,0.42,0.129,1.321e-09,7.621e-10
2858.0,0.42,0.129,1.320e-09,7.610e-10
2860.0,0.42,0.129,1.319e-09,7.599e-10
2862.0,0.42,0.129,1.318e-09,7.589e-10
2864.0,0.42,0.129,1.317e-09,7.578e-10
2866.0,0.42,0.13,1.316e-09,7.568e-10
2868.0,0.42,0.13,1.315e-09,7.557e-10
2870.0,0.42,0.13,1.314e-09,7.546e-10
2872.0,0.42,0.13,1.313e-09,7.536e-10
2874.0,0.42,0.13,1.313e-09,7.525e-10
2876.0,0.42,0.13,1.312e-09,7.515e-10
2878.0,0.42,0.131,1.311e-09,7.505e-10
2880.0,0.42,0.131,1.310e-09,7.494e-10
2882.0,0.42,0.131,1.309e-09,7.484e-10
2884.0,0.42,0.131,1.308e-09,7.473e-10
2886.0,0.42,0.131,1.307e-09,7.463e-10
2888.0,0.42,0.131,1.306e-09,7.453e-10
2890.0,0.42,0.132,1.305e-09,7.442e-10
2892.0,0.42,0.132,1.304e-09,7.432e-10
2894.0,0.42,0.132,1.303e-09,7.422e-10
2896.0,0.42,0.132,1.303e-09,7.412e-10
2898.0,0.42,0.132,1.302e-09,7.401e-10
2900.0,0.43,0.127,1.332e-09,7.747e-10
2902.0,0.43,0.127,1.331e-09,7.737e-10
2904.0,0.43,0.127,1.330e-09,7.726e-10
2906.0,0.43,0.127,1.329e-09,7.715e-10
2908.0,0.43,0.127,1.328e-09,7.705e-10
2910.0,0.43,0.128,1.327e-09,7.694e-10
2912.0,0.43,0.128,1.326e-09,7.684e-10
2914.0,0.43,0.128,1.325e-09,7.673e-10
2916.0,0.43,0.128,1.324e-09,7.663e-10
2918.0,0.43,0.128,1.323e-09,7.652e-10
2920.0,0.43,0.128,1.323e-09,7.642e-10
2922.0,0.43,0.129,1.322e-09,7.631e-10
2924.0,0.43,0.129,1.321e-09,7.621e-10
2926.0,0.43,0.129,1.320e-09,7.610e-10
2928.0,0.43,0.129,1.319e-09,7.600e-10
2930.0,0.43,0.129,1.318e-09,7.590e-10
2932.0,0.43,0.129,1.317e-09,7.579e-10
2934.0,0.43,0.13,1.316e-09,7.569e-10
2936.0,0.43,0.13,1.315e-09,7.559e-10
